response,cv,region,identity,experience,date,ssyk1,vacancy,sent,ssyk
"",2,Stockholm,4,3,2018-04-23,4,1982,2018-04-22,4322
"",1,Stockholm,2,2,2018-03-22,4,2923,2018-03-22,4322
"",1,Stockholm,2,2,2018-04-23,4,1982,2018-04-23,4322
"",3,Stockholm,3,3,2018-03-22,4,2923,2018-03-23,4322
"",3,Stockholm,1,1,2018-04-23,4,1982,2018-04-24,4322
"",2,Stockholm,4,1,2018-03-22,4,2923,2018-03-25,4322
"",3,Stockholm,4,1,2018-04-16,4,1469,2018-04-15,4225
"",1,Stockholm,1,3,2018-04-16,4,1469,2018-04-16,4225
"",2,Stockholm,3,2,2018-04-16,4,1469,2018-04-17,4225
"",1,Stockholm,2,1,2018-03-22,5,1902,2018-03-22,5225
Ja,3,Stockholm,3,3,2018-03-22,5,1902,2018-03-23,5225
Ja,2,Stockholm,4,2,2018-03-22,5,1902,2018-03-25,5225
"",3,Stockholm,4,1,2018-10-05,5,180,2018-10-04,5312
"",1,Stockholm,1,2,2018-10-05,5,180,2018-10-07,5312
"",2,Stockholm,2,3,2018-10-05,5,180,2018-10-08,5312
"",3,Stockholm,2,2,2018-10-05,5,2683,2018-10-04,5152
"",2,Stockholm,3,3,2018-10-05,5,2683,2018-10-07,5152
"",1,Stockholm,4,1,2018-10-05,5,2683,2018-10-08,5152
"",3,Stockholm,2,2,2018-09-24,5,276,2018-09-23,5242
"",1,Stockholm,1,3,2018-09-24,5,276,2018-09-24,5242
"",2,Stockholm,3,1,2018-09-24,5,276,2018-09-25,5242
"",1,Stockholm,3,2,2018-03-22,5,2969,2018-03-22,5343
"",1,Stockholm,2,1,2018-08-17,5,3043,2018-08-16,5343
"",2,Stockholm,4,1,2018-03-22,5,2969,2018-03-23,5343
"",2,Stockholm,4,2,2018-08-17,5,3043,2018-08-19,5343
Ja,3,Stockholm,1,3,2018-03-22,5,2969,2018-03-25,5343
"",3,Stockholm,1,3,2018-08-17,5,3043,2018-08-20,5343
"",1,Stockholm,3,3,2018-03-22,5,480,2018-03-22,5342
"",3,Stockholm,2,2,2018-03-22,5,480,2018-03-23,5342
"",2,Stockholm,4,1,2018-03-22,5,480,2018-03-25,5342
Nej,1,Stockholm,1,1,2018-04-27,5,803,2018-04-26,5330
"",3,Stockholm,3,1,2018-04-04,5,2063,2018-04-03,5330
Nej,2,Stockholm,2,2,2018-04-27,5,803,2018-04-29,5330
"",2,Stockholm,2,2,2018-04-04,5,2063,2018-04-04,5330
Nej,3,Stockholm,4,3,2018-04-27,5,803,2018-04-30,5330
"",1,Stockholm,4,3,2018-04-04,5,2063,2018-04-05,5330
"",3,Stockholm,4,2,2018-08-31,7,1678,2018-08-30,7420
"",1,Stockholm,1,1,2018-08-31,7,1678,2018-09-02,7420
"",2,Stockholm,3,3,2018-08-31,7,1678,2018-09-03,7420
"",3,Stockholm,4,3,2018-04-06,8,2073,2018-04-05,8169
"",2,Stockholm,3,1,2018-04-06,8,2073,2018-04-08,8169
Ja,1,Stockholm,2,2,2018-04-06,8,2073,2018-04-09,8169
Nej,2,Stockholm,1,1,2018-09-14,9,1040,2018-09-13,9111
Nej,3,Stockholm,2,2,2018-09-14,9,1040,2018-09-16,9111
Nej,1,Stockholm,3,3,2018-09-14,9,1040,2018-09-17,9111
"",2,Stockholm,4,2,2018-03-26,9,3104,2018-03-25,9413
"",1,Stockholm,2,1,2018-03-26,9,3104,2018-03-26,9413
"",3,Stockholm,3,3,2018-03-26,9,3104,2018-03-27,9413
Ja,2,Stockholm,2,1,2018-04-06,9,476,2018-04-05,9412
"",3,Stockholm,3,2,2018-10-24,9,2506,2018-10-23,9412
"",3,Stockholm,4,3,2018-04-06,9,476,2018-04-08,9412
"",2,Stockholm,1,1,2018-10-24,9,2506,2018-10-24,9412
"",1,Stockholm,3,2,2018-04-06,9,476,2018-04-09,9412
"",1,Stockholm,2,3,2018-10-24,9,2506,2018-10-25,9412
"",1,Stockholm,1,2,2018-03-22,9,99,2018-03-22,9111
Intresserad,3,Stockholm,1,3,2018-08-29,9,1198,2018-08-28,9111
"",3,Stockholm,1,2,2018-04-23,9,2287,2018-04-22,9111
"",3,Stockholm,3,1,2018-04-11,9,3212,2018-04-10,9111
"",2,Stockholm,2,3,2018-03-22,9,99,2018-03-23,9111
"",2,Stockholm,2,1,2018-08-29,9,1198,2018-08-29,9111
"",1,Stockholm,2,1,2018-04-23,9,2287,2018-04-23,9111
"",2,Stockholm,2,3,2018-04-11,9,3212,2018-04-11,9111
"",3,Stockholm,4,1,2018-03-22,9,99,2018-03-25,9111
"",1,Stockholm,3,2,2018-08-29,9,1198,2018-08-30,9111
Nej,2,Stockholm,3,3,2018-04-23,9,2287,2018-04-24,9111
"",1,Stockholm,1,2,2018-04-11,9,3212,2018-04-12,9111
"",2,Malmö,3,2,2018-08-24,5,2590,2018-08-23,5311
"",3,Malmö,4,1,2018-08-24,5,2590,2018-08-26,5311
"",1,Malmö,2,3,2018-08-24,5,2590,2018-08-27,5311
"",2,Malmö,4,2,2018-08-14,5,609,2018-08-13,5132
"",3,Malmö,1,3,2018-08-14,5,609,2018-08-14,5132
"",1,Malmö,2,1,2018-08-14,5,609,2018-08-15,5132
Nej,3,Malmö,3,3,2018-03-21,5,2380,2018-03-21,5342
Nej,2,Malmö,4,2,2018-03-21,5,2380,2018-03-22,5342
Nej,1,Malmö,2,1,2018-03-21,5,2380,2018-03-23,5342
"",3,Malmö,3,1,2018-04-26,5,79,2018-04-25,5321
"",1,Malmö,4,3,2018-04-26,5,79,2018-04-26,5321
"",2,Malmö,1,2,2018-04-26,5,79,2018-04-29,5321
"",2,Malmö,4,2,2018-10-03,5,3144,2018-10-02,5242
"",3,Malmö,3,1,2018-10-03,5,3144,2018-10-03,5242
"",1,Malmö,2,3,2018-10-03,5,3144,2018-10-04,5242
"",1,Malmö,2,1,2018-05-28,5,1099,2018-05-27,5343
Ja,2,Malmö,2,1,2018-05-16,5,2284,2018-05-15,5343
"",3,Malmö,3,3,2018-03-21,5,2500,2018-03-21,5343
"",2,Malmö,3,3,2018-05-28,5,1099,2018-05-28,5343
"",1,Malmö,4,3,2018-05-16,5,2284,2018-05-16,5343
"",1,Malmö,4,2,2018-03-21,5,2500,2018-03-22,5343
"",3,Malmö,1,2,2018-05-28,5,1099,2018-05-29,5343
"",3,Malmö,3,2,2018-05-16,5,2284,2018-05-17,5343
"",2,Malmö,1,1,2018-03-21,5,2500,2018-03-23,5343
"",1,Malmö,4,1,2018-09-12,5,3038,2018-09-11,5131
"",2,Malmö,3,2,2018-09-12,5,3038,2018-09-12,5131
"",3,Malmö,1,3,2018-09-12,5,3038,2018-09-13,5131
"",2,Malmö,4,1,2018-03-21,5,519,2018-03-21,5330
"",3,Malmö,2,2,2018-03-21,5,519,2018-03-22,5330
"",1,Malmö,3,3,2018-03-21,5,519,2018-03-23,5330
"",1,Malmö,3,1,2018-10-24,7,1879,2018-10-23,7121
"",2,Malmö,4,3,2018-10-24,7,1879,2018-10-24,7121
"",3,Malmö,1,2,2018-10-24,7,1879,2018-10-25,7121
"",3,Malmö,4,2,2018-03-28,7,567,2018-03-27,7114
"",1,Malmö,3,3,2018-03-28,7,567,2018-03-28,7114
"",2,Malmö,1,1,2018-03-28,7,567,2018-03-29,7114
"",3,Malmö,3,1,2018-05-09,9,119,2018-05-08,9120
"",2,Malmö,4,2,2018-05-09,9,119,2018-05-09,9120
"",1,Malmö,2,3,2018-05-09,9,119,2018-05-10,9120
"",2,Malmö,2,2,2018-09-12,9,1355,2018-09-11,9111
"",1,Malmö,4,1,2018-09-12,9,1355,2018-09-12,9111
"",3,Malmö,3,3,2018-09-12,9,1355,2018-09-13,9111
Nej,1,Göteborg,1,3,2018-09-24,2,2740,2018-09-23,2432
Nej,2,Göteborg,4,2,2018-09-24,2,2740,2018-09-24,2432
Nej,3,Göteborg,3,1,2018-09-24,2,2740,2018-09-25,2432
"",3,Göteborg,2,3,2018-03-26,3,552,2018-03-25,3322
"",1,Göteborg,3,2,2018-03-26,3,552,2018-03-26,3322
"",2,Göteborg,1,1,2018-03-26,3,552,2018-03-27,3322
"",1,Göteborg,4,2,2018-03-28,4,2791,2018-03-27,4111
"",3,Göteborg,3,1,2018-03-28,4,2791,2018-03-28,4111
"",2,Göteborg,2,3,2018-03-28,4,2791,2018-03-29,4111
"",2,Göteborg,2,1,2018-03-28,4,129,2018-03-27,4322
"",3,Göteborg,4,3,2018-08-29,4,574,2018-08-28,4322
Nej,3,Göteborg,3,1,2018-03-26,4,2118,2018-03-25,4322
"",1,Göteborg,1,3,2018-03-28,4,129,2018-03-28,4322
"",2,Göteborg,3,2,2018-08-29,4,574,2018-08-29,4322
Nej,1,Göteborg,2,3,2018-03-26,4,2118,2018-03-26,4322
"",3,Göteborg,4,2,2018-03-28,4,129,2018-03-29,4322
"",1,Göteborg,2,1,2018-08-29,4,574,2018-08-30,4322
Nej,2,Göteborg,1,2,2018-03-26,4,2118,2018-03-27,4322
Nej,3,Göteborg,4,1,2018-08-08,4,993,2018-08-07,4222
Nej,2,Göteborg,3,3,2018-08-08,4,993,2018-08-08,4222
Ja,1,Göteborg,1,2,2018-08-08,4,993,2018-08-09,4222
"",1,Göteborg,1,2,2018-04-10,4,2397,2018-04-09,4322
"",2,Göteborg,4,1,2018-04-10,4,2397,2018-04-10,4322
"",3,Göteborg,3,3,2018-04-10,4,2397,2018-04-11,4322
Nej,2,Göteborg,2,1,2018-04-26,5,342,2018-04-25,5311
Nej,2,Göteborg,1,2,2018-08-08,5,2104,2018-08-07,5311
Nej,3,Göteborg,1,2,2018-04-26,5,342,2018-04-26,5311
Ja,1,Göteborg,2,1,2018-08-08,5,2104,2018-08-08,5311
Nej,1,Göteborg,3,3,2018-04-26,5,342,2018-04-29,5311
Nej,3,Göteborg,4,3,2018-08-08,5,2104,2018-08-09,5311
"",2,Göteborg,2,3,2018-03-28,5,712,2018-03-27,5222
"",2,Göteborg,1,1,2018-04-16,5,955,2018-04-15,5222
"",3,Göteborg,4,1,2018-03-26,5,1566,2018-03-25,5222
"",1,Göteborg,3,2,2018-03-28,5,712,2018-03-28,5222
"",3,Göteborg,2,2,2018-04-16,5,955,2018-04-16,5222
"",2,Göteborg,1,3,2018-03-26,5,1566,2018-03-26,5222
"",3,Göteborg,1,1,2018-03-28,5,712,2018-03-29,5222
"",1,Göteborg,4,3,2018-04-16,5,955,2018-04-17,5222
"",1,Göteborg,2,2,2018-03-26,5,1566,2018-03-27,5222
Nej,3,Göteborg,4,1,2018-06-08,5,2326,2018-06-07,5241
Ja,1,Göteborg,2,3,2018-06-08,5,2326,2018-06-10,5241
Nej,2,Göteborg,1,2,2018-06-08,5,2326,2018-06-11,5241
"",3,Göteborg,4,3,2018-10-24,5,2575,2018-10-23,5242
"",2,Göteborg,3,2,2018-10-24,5,2575,2018-10-24,5242
"",1,Göteborg,1,1,2018-10-24,5,2575,2018-10-25,5242
Ja,1,Göteborg,4,1,2018-03-28,5,2401,2018-03-27,5242
Ja,3,Göteborg,1,2,2018-03-28,5,2401,2018-03-28,5242
"",2,Göteborg,2,3,2018-03-28,5,2401,2018-03-29,5242
"",2,Göteborg,2,1,2018-10-17,5,213,2018-10-16,5343
"",1,Göteborg,2,2,2018-05-28,5,2713,2018-05-27,5343
"",2,Göteborg,4,2,2018-04-12,5,3233,2018-04-11,5343
"",3,Göteborg,3,2,2018-10-17,5,213,2018-10-17,5343
"",2,Göteborg,1,3,2018-05-28,5,2713,2018-05-28,5343
"",1,Göteborg,1,3,2018-04-12,5,3233,2018-04-12,5343
Ja,1,Göteborg,1,3,2018-10-17,5,213,2018-10-18,5343
"",3,Göteborg,3,1,2018-05-28,5,2713,2018-05-29,5343
"",3,Göteborg,2,1,2018-04-12,5,3233,2018-04-15,5343
"",2,Göteborg,2,2,2018-05-09,5,43,2018-05-08,5131
Intresserad,2,Göteborg,2,3,2018-05-16,5,3206,2018-05-15,5131
"",1,Göteborg,4,3,2018-05-09,5,43,2018-05-09,5131
"",1,Göteborg,4,1,2018-05-16,5,3206,2018-05-16,5131
"",3,Göteborg,1,1,2018-05-09,5,43,2018-05-10,5131
"",3,Göteborg,1,2,2018-05-16,5,3206,2018-05-17,5131
"",1,Göteborg,2,1,2018-06-08,5,1816,2018-06-07,5242
"",2,Göteborg,3,3,2018-06-08,5,1816,2018-06-10,5242
"",3,Göteborg,1,2,2018-06-08,5,1816,2018-06-11,5242
"",2,Göteborg,4,1,2018-05-04,5,557,2018-05-03,5342
"",1,Göteborg,3,2,2018-05-04,5,557,2018-05-06,5342
"",3,Göteborg,1,3,2018-05-04,5,557,2018-05-07,5342
Nej,1,Göteborg,2,2,2018-05-16,5,465,2018-05-15,5330
Nej,3,Göteborg,4,3,2018-05-16,5,465,2018-05-16,5330
Nej,2,Göteborg,1,1,2018-05-16,5,465,2018-05-17,5330
"",3,Göteborg,2,3,2018-04-13,6,3002,2018-04-12,6112
"",2,Göteborg,3,2,2018-04-13,6,3002,2018-04-15,6112
"",1,Göteborg,1,1,2018-04-13,6,3002,2018-04-16,6112
"",2,Göteborg,3,3,2018-04-30,8,16,2018-04-29,8329
"",1,Göteborg,2,2,2018-04-30,8,16,2018-04-30,8329
"",3,Göteborg,1,1,2018-04-30,8,16,2018-05-01,8329
"",1,Göteborg,1,1,2018-08-29,8,2294,2018-08-28,8332
"",3,Göteborg,2,3,2018-08-29,8,2294,2018-08-29,8332
"",2,Göteborg,3,2,2018-08-29,8,2294,2018-08-30,8332
"",1,Göteborg,1,3,2018-05-02,9,3089,2018-05-01,9412
"",3,Göteborg,4,2,2018-05-02,9,3089,2018-05-02,9412
"",2,Göteborg,3,1,2018-05-02,9,3089,2018-05-03,9412
"",3,Göteborg,4,2,2018-03-30,9,335,2018-03-29,9412
"",2,Göteborg,1,3,2018-03-30,9,335,2018-04-01,9412
"",1,Göteborg,2,1,2018-03-30,9,335,2018-04-02,9412
"",2,Göteborg,3,3,2018-06-08,9,3076,2018-06-07,9111
"",1,Göteborg,4,1,2018-06-08,9,3076,2018-06-10,9111
"",3,Göteborg,1,2,2018-06-08,9,3076,2018-06-11,9111
"",3,Göteborg,1,3,2018-04-27,9,2348,2018-04-26,9412
"",3,Göteborg,4,1,2018-06-08,9,2812,2018-06-07,9412
"",2,Göteborg,3,2,2018-04-27,9,2348,2018-04-29,9412
"",2,Göteborg,1,2,2018-06-08,9,2812,2018-06-10,9412
"",1,Göteborg,2,1,2018-04-27,9,2348,2018-04-30,9412
"",1,Göteborg,2,3,2018-06-08,9,2812,2018-06-11,9412
"",2,Göteborg,3,3,2018-04-26,9,2015,2018-04-25,9320
"",3,Göteborg,1,1,2018-04-26,9,2015,2018-04-26,9320
"",1,Göteborg,2,2,2018-04-26,9,2015,2018-04-29,9320
"",3,Göteborg,4,1,2018-03-26,9,385,2018-03-25,9412
"",2,Göteborg,2,1,2018-10-17,9,550,2018-10-16,9412
"",3,Göteborg,3,2,2018-04-27,9,1973,2018-04-26,9412
Intresserad,2,Göteborg,3,1,2018-08-29,9,2637,2018-08-28,9412
Ja,2,Göteborg,1,3,2018-03-26,9,385,2018-03-26,9412
"",1,Göteborg,1,2,2018-10-17,9,550,2018-10-17,9412
"",2,Göteborg,2,1,2018-04-27,9,1973,2018-04-29,9412
Intresserad,3,Göteborg,2,3,2018-08-29,9,2637,2018-08-29,9412
"",1,Göteborg,3,2,2018-03-26,9,385,2018-03-27,9412
Ja,3,Göteborg,4,3,2018-10-17,9,550,2018-10-18,9412
"",1,Göteborg,4,3,2018-04-27,9,1973,2018-04-30,9412
"",1,Göteborg,4,2,2018-08-29,9,2637,2018-08-30,9412
"",3,Göteborg,2,3,2018-03-30,9,922,2018-03-29,9111
"",2,Göteborg,1,1,2018-05-16,9,2125,2018-05-15,9111
"",3,Göteborg,1,2,2018-05-04,9,2631,2018-05-03,9111
"",2,Göteborg,3,2,2018-03-30,9,922,2018-04-01,9111
"",3,Göteborg,3,2,2018-05-16,9,2125,2018-05-16,9111
"",1,Göteborg,2,1,2018-05-04,9,2631,2018-05-06,9111
"",1,Göteborg,4,1,2018-03-30,9,922,2018-04-02,9111
"",1,Göteborg,2,3,2018-05-16,9,2125,2018-05-17,9111
"",2,Göteborg,4,3,2018-05-04,9,2631,2018-05-07,9111
Ja,3,Göteborg,1,3,2018-04-23,9,1222,2018-04-22,9520
"",2,Göteborg,4,2,2018-04-23,9,1222,2018-04-23,9520
"",1,Göteborg,3,1,2018-04-23,9,1222,2018-04-24,9520
"",1,Stockholm,2,3,2018-08-22,4,891,2018-08-21,4222
"",3,Stockholm,3,1,2018-08-22,4,891,2018-08-22,4222
"",2,Stockholm,1,2,2018-08-22,4,891,2018-08-23,4222
"",3,Stockholm,1,2,2018-06-08,5,1918,2018-06-07,5342
"",1,Stockholm,4,3,2018-06-08,5,1918,2018-06-10,5342
"",2,Stockholm,2,1,2018-06-08,5,1918,2018-06-11,5342
"",1,Stockholm,1,3,2018-09-26,8,1277,2018-09-25,8329
"",3,Stockholm,3,2,2018-09-26,8,1277,2018-09-26,8329
"",2,Stockholm,4,1,2018-09-26,8,1277,2018-09-27,8329
Ja,2,Göteborg,2,3,2018-03-28,2,2135,2018-03-27,2432
Ja,1,Göteborg,1,2,2018-03-28,2,2135,2018-03-28,2432
Ja,3,Göteborg,4,1,2018-03-28,2,2135,2018-03-29,2432
"",1,Göteborg,2,1,2018-03-26,2,986,2018-03-25,2511
Nej,2,Göteborg,4,2,2018-03-26,2,986,2018-03-26,2511
"",3,Göteborg,3,3,2018-03-26,2,986,2018-03-27,2511
"",2,Göteborg,3,3,2018-09-12,2,2773,2018-09-11,2341
"",3,Göteborg,4,2,2018-09-12,2,2773,2018-09-12,2341
Ja,1,Göteborg,2,1,2018-09-12,2,2773,2018-09-13,2341
"",3,Göteborg,3,1,2018-03-26,2,1538,2018-03-25,2342
"",3,Göteborg,2,2,2018-03-26,2,2774,2018-03-25,2342
"",1,Göteborg,4,3,2018-03-26,2,1538,2018-03-26,2342
"",2,Göteborg,3,3,2018-03-26,2,2774,2018-03-26,2342
"",2,Göteborg,1,2,2018-03-26,2,1538,2018-03-27,2342
"",1,Göteborg,4,1,2018-03-26,2,2774,2018-03-27,2342
"",2,Göteborg,4,3,2018-03-26,2,2479,2018-03-25,2423
"",1,Göteborg,2,1,2018-03-26,2,2479,2018-03-26,2423
"",3,Göteborg,1,2,2018-03-26,2,2479,2018-03-27,2423
"",2,Göteborg,4,2,2018-04-30,3,743,2018-04-29,3322
"",2,Göteborg,2,3,2018-08-29,3,2957,2018-08-28,3322
"",2,Göteborg,1,3,2018-08-08,3,3172,2018-08-07,3322
"",1,Göteborg,3,3,2018-04-30,3,743,2018-04-30,3322
"",1,Göteborg,4,2,2018-08-29,3,2957,2018-08-29,3322
"",3,Göteborg,3,1,2018-08-08,3,3172,2018-08-08,3322
"",3,Göteborg,2,1,2018-04-30,3,743,2018-05-01,3322
"",3,Göteborg,1,1,2018-08-29,3,2957,2018-08-30,3322
"",1,Göteborg,2,2,2018-08-08,3,3172,2018-08-09,3322
"",2,Göteborg,3,1,2018-04-04,3,584,2018-04-03,3341
"",1,Göteborg,3,2,2018-05-16,3,1031,2018-05-15,3341
"",3,Göteborg,2,3,2018-03-26,3,1495,2018-03-25,3341
"",3,Göteborg,2,3,2018-04-26,3,2742,2018-04-25,3341
"",1,Göteborg,2,2,2018-04-04,3,584,2018-04-04,3341
"",2,Göteborg,2,1,2018-05-16,3,1031,2018-05-16,3341
"",2,Göteborg,1,1,2018-03-26,3,1495,2018-03-26,3341
"",2,Göteborg,4,1,2018-04-26,3,2742,2018-04-26,3341
"",3,Göteborg,1,3,2018-04-04,3,584,2018-04-05,3341
"",3,Göteborg,1,3,2018-05-16,3,1031,2018-05-17,3341
"",1,Göteborg,3,2,2018-03-26,3,1495,2018-03-27,3341
"",1,Göteborg,1,2,2018-04-26,3,2742,2018-04-29,3341
Ja,1,Göteborg,1,3,2018-08-29,3,2098,2018-08-28,3339
Ja,2,Göteborg,4,2,2018-08-29,3,2098,2018-08-29,3339
Ja,3,Göteborg,2,1,2018-08-29,3,2098,2018-08-30,3339
Ja,2,Göteborg,1,2,2018-08-29,3,924,2018-08-28,3332
Ja,3,Göteborg,2,3,2018-08-29,3,924,2018-08-29,3332
Ja,1,Göteborg,4,1,2018-08-29,3,924,2018-08-30,3332
Nej,1,Göteborg,3,1,2018-04-10,3,637,2018-04-09,3512
Nej,3,Göteborg,3,2,2018-09-12,3,1037,2018-09-11,3512
"",2,Göteborg,4,3,2018-08-24,3,1454,2018-08-23,3512
"",3,Göteborg,2,1,2018-08-08,3,3135,2018-08-07,3512
Ja,1,Göteborg,1,2,2018-09-12,3,3175,2018-09-11,3512
Nej,2,Göteborg,4,3,2018-04-10,3,637,2018-04-10,3512
Nej,1,Göteborg,1,1,2018-09-12,3,1037,2018-09-12,3512
"",3,Göteborg,2,1,2018-08-24,3,1454,2018-08-26,3512
Nej,2,Göteborg,1,2,2018-08-08,3,3135,2018-08-08,3512
Ja,3,Göteborg,2,1,2018-09-12,3,3175,2018-09-12,3512
Nej,3,Göteborg,1,2,2018-04-10,3,637,2018-04-11,3512
Nej,2,Göteborg,4,3,2018-09-12,3,1037,2018-09-13,3512
"",1,Göteborg,3,2,2018-08-24,3,1454,2018-08-27,3512
"",1,Göteborg,4,3,2018-08-08,3,3135,2018-08-09,3512
"",2,Göteborg,3,3,2018-09-12,3,3175,2018-09-13,3512
"",1,Göteborg,4,3,2018-09-12,3,96,2018-09-11,3323
Nej,3,Göteborg,1,1,2018-06-08,3,200,2018-06-07,3323
"",3,Göteborg,1,1,2018-03-26,3,2764,2018-03-25,3323
"",2,Göteborg,1,2,2018-09-12,3,96,2018-09-12,3323
Nej,1,Göteborg,2,3,2018-06-08,3,200,2018-06-10,3323
"",2,Göteborg,4,2,2018-03-26,3,2764,2018-03-26,3323
"",3,Göteborg,3,1,2018-09-12,3,96,2018-09-13,3323
Nej,2,Göteborg,3,2,2018-06-08,3,200,2018-06-11,3323
"",1,Göteborg,3,3,2018-03-26,3,2764,2018-03-27,3323
Ja,1,Göteborg,3,3,2018-08-15,3,1502,2018-08-14,3422
Ja,1,Göteborg,1,2,2018-08-17,3,2279,2018-08-16,3422
Ja,2,Göteborg,1,2,2018-08-15,3,1502,2018-08-15,3422
Intresserad,2,Göteborg,3,1,2018-08-17,3,2279,2018-08-19,3422
Ja,3,Göteborg,2,1,2018-08-15,3,1502,2018-08-16,3422
Intresserad,3,Göteborg,4,3,2018-08-17,3,2279,2018-08-20,3422
"",2,Göteborg,4,2,2018-04-13,3,2834,2018-04-12,3322
"",1,Göteborg,1,1,2018-04-13,3,2834,2018-04-15,3322
"",3,Göteborg,3,3,2018-04-13,3,2834,2018-04-16,3322
"",2,Göteborg,3,1,2018-03-26,3,596,2018-03-25,3514
"",3,Göteborg,1,3,2018-03-26,3,596,2018-03-26,3514
"",1,Göteborg,2,2,2018-03-26,3,596,2018-03-27,3514
"",3,Göteborg,3,2,2018-05-23,3,2826,2018-05-22,3339
"",1,Göteborg,1,3,2018-05-23,3,2826,2018-05-23,3339
"",2,Göteborg,2,1,2018-05-23,3,2826,2018-05-24,3339
Nej,3,Göteborg,4,2,2018-08-08,3,214,2018-08-07,3322
"",1,Göteborg,3,1,2018-08-14,3,979,2018-08-13,3322
Ja,1,Göteborg,1,2,2018-09-17,3,1199,2018-09-16,3322
Nej,2,Göteborg,2,1,2018-05-02,3,1964,2018-05-01,3322
"",2,Göteborg,3,3,2018-04-05,3,2405,2018-04-04,3322
"",2,Göteborg,1,1,2018-08-29,3,3121,2018-08-28,3322
Nej,1,Göteborg,3,1,2018-08-08,3,214,2018-08-08,3322
Ja,2,Göteborg,4,2,2018-08-14,3,979,2018-08-14,3322
Ja,3,Göteborg,2,3,2018-09-17,3,1199,2018-09-17,3322
Nej,1,Göteborg,1,3,2018-05-02,3,1964,2018-05-02,3322
"",1,Göteborg,2,2,2018-04-05,3,2405,2018-04-05,3322
"",1,Göteborg,4,3,2018-08-29,3,3121,2018-08-29,3322
Nej,2,Göteborg,2,3,2018-08-08,3,214,2018-08-09,3322
Ja,3,Göteborg,2,3,2018-08-14,3,979,2018-08-15,3322
Ja,2,Göteborg,4,1,2018-09-17,3,1199,2018-09-18,3322
"",3,Göteborg,4,2,2018-05-02,3,1964,2018-05-03,3322
"",3,Göteborg,4,1,2018-04-05,3,2405,2018-04-08,3322
"",3,Göteborg,2,2,2018-08-29,3,3121,2018-08-30,3322
"",3,Göteborg,3,3,2018-10-24,3,1778,2018-10-23,3313
"",2,Göteborg,1,1,2018-10-24,3,1778,2018-10-24,3313
"",1,Göteborg,2,2,2018-10-24,3,1778,2018-10-25,3313
Nej,2,Göteborg,1,2,2018-04-26,3,1893,2018-04-25,3423
Nej,1,Göteborg,2,3,2018-04-26,3,1893,2018-04-26,3423
Nej,3,Göteborg,3,1,2018-04-26,3,1893,2018-04-29,3423
"",3,Göteborg,4,1,2018-06-04,3,474,2018-06-03,3322
"",2,Göteborg,2,2,2018-03-30,3,1010,2018-03-29,3322
"",3,Göteborg,4,1,2018-08-08,3,1653,2018-08-07,3322
Ja,3,Göteborg,4,2,2018-03-28,3,1933,2018-03-27,3322
"",2,Göteborg,3,1,2018-04-04,3,2243,2018-04-03,3322
Ja,3,Göteborg,2,2,2018-04-12,3,2386,2018-04-11,3322
"",3,Göteborg,1,3,2018-09-21,3,2441,2018-09-20,3322
Ja,3,Göteborg,3,2,2018-03-26,3,2521,2018-03-25,3322
"",1,Göteborg,2,1,2018-08-29,3,2573,2018-08-28,3322
Ja,2,Göteborg,3,1,2018-04-16,3,2585,2018-04-15,3322
"",1,Göteborg,1,2,2018-09-19,3,2936,2018-09-18,3322
"",3,Göteborg,3,3,2018-03-28,3,3165,2018-03-27,3322
Ja,3,Göteborg,2,1,2018-08-08,3,3304,2018-08-07,3322
"",2,Göteborg,2,2,2018-06-04,3,474,2018-06-04,3322
"",3,Göteborg,1,3,2018-03-30,3,1010,2018-04-01,3322
"",2,Göteborg,1,2,2018-08-08,3,1653,2018-08-08,3322
Ja,2,Göteborg,2,1,2018-03-28,3,1933,2018-03-28,3322
Ja,1,Göteborg,4,2,2018-04-04,3,2243,2018-04-04,3322
Ja,2,Göteborg,4,1,2018-04-12,3,2386,2018-04-12,3322
"",2,Göteborg,2,1,2018-09-21,3,2441,2018-09-23,3322
"",2,Göteborg,1,1,2018-03-26,3,2521,2018-03-26,3322
Nej,3,Göteborg,1,2,2018-08-29,3,2573,2018-08-29,3322
Ja,3,Göteborg,4,2,2018-04-16,3,2585,2018-04-16,3322
"",3,Göteborg,2,3,2018-09-19,3,2936,2018-09-19,3322
"",2,Göteborg,2,1,2018-03-28,3,3165,2018-03-28,3322
"",1,Göteborg,1,3,2018-08-08,3,3304,2018-08-08,3322
"",1,Göteborg,1,3,2018-06-04,3,474,2018-06-05,3322
"",1,Göteborg,4,1,2018-03-30,3,1010,2018-04-02,3322
"",1,Göteborg,3,3,2018-08-08,3,1653,2018-08-09,3322
Ja,1,Göteborg,1,3,2018-03-28,3,1933,2018-03-29,3322
"",3,Göteborg,2,3,2018-04-04,3,2243,2018-04-05,3322
Ja,1,Göteborg,1,3,2018-04-12,3,2386,2018-04-15,3322
"",1,Göteborg,4,2,2018-09-21,3,2441,2018-09-24,3322
"",1,Göteborg,2,3,2018-03-26,3,2521,2018-03-27,3322
Nej,2,Göteborg,3,3,2018-08-29,3,2573,2018-08-30,3322
Ja,1,Göteborg,1,3,2018-04-16,3,2585,2018-04-17,3322
"",2,Göteborg,4,1,2018-09-19,3,2936,2018-09-20,3322
"",1,Göteborg,4,2,2018-03-28,3,3165,2018-03-29,3322
